ano;mes;rondonia;acre;Amazonas;Roraima;para;tocantins;maranhao;piaui;ceara;rn;paraiba;pernambuco;alagoas;sergipe;bahia;mg;es;rj;sp;parana;sc;rg;mt;ms;goias;df
2005 ;out;49645 ;0 ;0 ;0 ;17725 ;6391 ;3229 ;1792 ;11198 ;6445 ;3831 ;9771 ;9030 ;4842 ;24943 ;417809 ;21827 ;38202 ;192455 ;121053 ;78681 ;192787 ;19996 ;26579 ;174756 ;1451 
2005 ;nov;58844 ;0 ;0 ;0 ;19523 ;6860 ;3462 ;1730 ;10226 ;6556 ;3750 ;9357 ;9494 ;4632 ;29567 ;419725 ;24023 ;39278 ;195564 ;115956 ;76027 ;176109 ;23788 ;29799 ;180579 ;1337 
2005 ;dez;61061 ;0 ;0 ;0 ;20654 ;8418 ;5264 ;1879 ;10775 ;6584 ;3987 ;11219 ;10109 ;5273 ;32207 ;417774 ;25266 ;39356 ;188133 ;118792 ;79110 ;185662 ;25378 ;31473 ;199966 ;1361 
2006 ;Jan;58666 ;938 ;0 ;0 ;18145 ;8231 ;4920 ;1798 ;11853 ;6310 ;3711 ;12523 ;9875 ;5282 ;35015 ;434687 ;20629 ;35715 ;185890 ;119166 ;81565 ;187401 ;23291 ;29786 ;197646 ;1152 
2006 ;fev;47793 ;760 ;0 ;0 ;17251 ;6426 ;3882 ;1631 ;10243 ;5956 ;3201 ;10541 ;9371 ;4449 ;25956 ;371838 ;16818 ;31677 ;165309 ;110958 ;73750 ;169934 ;19222 ;26954 ;171927 ;1021 
2006 ;mar;52065 ;795 ;0 ;0 ;16788 ;7052 ;4066 ;1802 ;12439 ;6673 ;3623 ;12056 ;9782 ;4684 ;29812 ;415482 ;19825 ;32323 ;179875 ;114778 ;76852 ;166775 ;20260 ;28769 ;185143 ;1226 
2006 ;abr;43307 ;728 ;0 ;0 ;15540 ;6681 ;2993 ;1593 ;11300 ;6213 ;3569 ;12853 ;8754 ;4986 ;30284 ;386704 ;19094 ;32298 ;176263 ;111153 ;72258 ;148526 ;19995 ;26823 ;177273 ;1144 
2006 ;maio;46619 ;810 ;0 ;0 ;17569 ;6829 ;2908 ;1671 ;11806 ;6443 ;3552 ;14555 ;9335 ;5794 ;28196 ;370519 ;18586 ;34037 ;175737 ;104437 ;71613 ;154341 ;18170 ;27601 ;177815 ;1132 
2006 ;jun;46644 ;933 ;0 ;0 ;19120 ;6346 ;3241 ;1726 ;11185 ;6330 ;3469 ;14568 ;8910 ;6613 ;22087 ;347154 ;16389 ;34227 ;165508 ;103188 ;75773 ;168956 ;16877 ;25636 ;161144 ;1146 
2006 ;jul;40524 ;783 ;0 ;0 ;20106 ;5889 ;4036 ;1827 ;10391 ;6445 ;3543 ;14599 ;8531 ;6579 ;20999 ;360531 ;17578 ;32819 ;167295 ;117374 ;80174 ;205812 ;15689 ;23859 ;153277 ;1328 
2006 ;agos;34500 ;786 ;0 ;0 ;18817 ;5257 ;3586 ;1860 ;11043 ;6682 ;3624 ;13723 ;7144 ;6450 ;17509 ;360420 ;17050 ;34025 ;168970 ;126345 ;87572 ;210878 ;14019 ;22288 ;159543 ;1437 
2006 ;set;35812 ;862 ;0 ;0 ;16426 ;5069 ;3393 ;1803 ;11369 ;6462 ;3711 ;12322 ;7340 ;5552 ;12981 ;343322 ;15981 ;30594 ;170162 ;121458 ;85662 ;207770 ;13978 ;22931 ;162061 ;1469 
2006 ;out;54048 ;916 ;0 ;0 ;20800 ;6163 ;4541 ;1883 ;12171 ;6512 ;3727 ;13659 ;7160 ;5550 ;16976 ;422956 ;19005 ;38012 ;186153 ;123667 ;87846 ;214225 ;16548 ;30302 ;180872 ;1646 
2006 ;nov;59066 ;975 ;0 ;0 ;24694 ;7167 ;5350 ;1858 ;12536 ;6536 ;3495 ;13596 ;8376 ;5868 ;21051 ;433697 ;20190 ;39990 ;183922 ;122343 ;87277 ;201249 ;19636 ;33281 ;211549 ;1558 
2006 ;dez;61259 ;920 ;0 ;0 ;24672 ;9423 ;6090 ;1926 ;12417 ;6636 ;3417 ;15118 ;8431 ;5874 ;23343 ;447608 ;21861 ;41417 ;188621 ;134687 ;96121 ;216636 ;22689 ;35688 ;228317 ;1430 
2007 ;Jan;64846 ;877 ;0 ;0 ;23439 ;10397 ;5811 ;1885 ;12992 ;6471 ;4335 ;16597 ;8158 ;4878 ;23750 ;448137 ;22052 ;38481 ;196359 ;127893 ;95103 ;230914 ;24033 ;37005 ;223704 ;1329 
2007 ;fev;54257 ;769 ;0 ;0 ;21738 ;7613 ;5298 ;1671 ;10848 ;6059 ;4001 ;14683 ;7940 ;4411 ;21847 ;387852 ;20118 ;33060 ;171263 ;118807 ;81281 ;190335 ;20065 ;32542 ;187365 ;1166 
2007 ;mar;53969 ;715 ;0 ;0 ;22478 ;7788 ;5405 ;1694 ;12849 ;6610 ;4343 ;17879 ;9602 ;6255 ;26151 ;397364 ;20733 ;31627 ;183354 ;122120 ;81612 ;186285 ;21527 ;34233 ;188712 ;1282 
2007 ;abr;49506 ;801 ;0 ;0 ;20132 ;7290 ;5080 ;1478 ;11121 ;6348 ;3663 ;16944 ;9157 ;5454 ;24002 ;378717 ;17828 ;32136 ;169534 ;106269 ;77106 ;164947 ;18698 ;32857 ;172679 ;1234 
2007 ;maio;53612 ;868 ;0 ;0 ;22123 ;8215 ;5175 ;1473 ;13263 ;6754 ;4192 ;17477 ;10902 ;6132 ;24627 ;392505 ;19013 ;32931 ;170253 ;103031 ;74984 ;167055 ;17989 ;36860 ;168353 ;1376 
2007 ;jun;49902 ;1008 ;0 ;0 ;23585 ;8502 ;5393 ;1457 ;12097 ;6885 ;3841 ;17519 ;11884 ;6271 ;22943 ;370824 ;17160 ;30507 ;167960 ;107076 ;80358 ;177865 ;16356 ;31987 ;152066 ;1415 
2007 ;jul;48036 ;960 ;0 ;0 ;24485 ;8415 ;5601 ;1570 ;12178 ;6615 ;3819 ;17422 ;10887 ;6065 ;21669 ;388102 ;14687 ;31070 ;185234 ;117684 ;107443 ;217125 ;14526 ;29960 ;158835 ;1548 
2007 ;agos;49961 ;937 ;0 ;0 ;24629 ;9060 ;5062 ;1719 ;14064 ;6735 ;3873 ;17725 ;10393 ;6510 ;22274 ;395403 ;13740 ;31621 ;194321 ;128297 ;93814 ;244418 ;15237 ;30434 ;167011 ;1642 
2007 ;set;46969 ;970 ;0 ;0 ;20736 ;7811 ;3788 ;1692 ;13958 ;6566 ;3785 ;17668 ;9836 ;6709 ;22886 ;420827 ;14607 ;32362 ;193575 ;136256 ;101130 ;240592 ;14925 ;29127 ;170633 ;1522 
2007 ;out;66510 ;1267 ;0 ;0 ;24909 ;9218 ;4182 ;1785 ;14500 ;6760 ;3961 ;17510 ;11760 ;6505 ;24165 ;457638 ;15326 ;27438 ;191898 ;133745 ;102651 ;238435 ;16705 ;34983 ;178499 ;1414 
2007 ;nov;75218 ;1306 ;0 ;0 ;26397 ;11599 ;4955 ;1648 ;11682 ;6691 ;3852 ;14132 ;7658 ;6157 ;24250 ;474993 ;15144 ;32342 ;196940 ;131066 ;93035 ;219652 ;21080 ;40808 ;183462 ;1378 
2007 ;dez;78970 ;1308 ;0 ;0 ;29072 ;12599 ;5086 ;1669 ;12379 ;6921 ;3950 ;16944 ;9032 ;6703 ;30597 ;514962 ;19653 ;39258 ;205685 ;141647 ;97946 ;235105 ;24588 ;43908 ;213185 ;1480 
2008 ;Jan;73442 ;1090 ;0 ;0 ;30863 ;13075 ;4934 ;1601 ;13950 ;6885 ;4310 ;14852 ;9924 ;6882 ;31655 ;497689 ;20476 ;36893 ;205157 ;150174 ;110720 ;242195 ;23750 ;43740 ;222115 ;1374 
2008 ;fev;62570 ;969 ;0 ;0 ;27459 ;11858 ;4494 ;1502 ;13572 ;6519 ;4211 ;14582 ;9537 ;6936 ;29103 ;464865 ;19447 ;33391 ;187929 ;133980 ;99616 ;209638 ;20792 ;39610 ;200471 ;1258 
2008 ;mar;59882 ;979 ;0 ;0 ;26318 ;11431 ;5258 ;1438 ;15049 ;6648 ;4209 ;15871 ;10298 ;7721 ;31547 ;460721 ;19880 ;34747 ;193673 ;136239 ;96308 ;216493 ;17224 ;39574 ;199171 ;1181 
2008 ;abr;57228 ;851 ;0 ;0 ;25305 ;10929 ;4763 ;1228 ;15096 ;6665 ;4132 ;18362 ;11978 ;10039 ;33129 ;452354 ;20423 ;36275 ;184100 ;122334 ;87974 ;195040 ;19147 ;38782 ;208921 ;1208 
2008 ;maio;61347 ;971 ;0 ;0 ;28042 ;11868 ;4876 ;1213 ;14926 ;6807 ;4430 ;18680 ;11549 ;10187 ;28490 ;464577 ;18924 ;35891 ;193779 ;127030 ;90569 ;201064 ;16011 ;38892 ;196565 ;1264 
2008 ;jun;63777 ;1010 ;0 ;0 ;28615 ;11857 ;4832 ;1189 ;14940 ;6626 ;4132 ;16163 ;11881 ;9589 ;25547 ;431925 ;16883 ;29640 ;183160 ;133958 ;95936 ;216880 ;17021 ;36981 ;177292 ;1127 
2008 ;jul;56717 ;1067 ;0 ;0 ;27581 ;11639 ;4309 ;1242 ;13885 ;6563 ;4749 ;12744 ;10887 ;7892 ;27604 ;436716 ;16258 ;26787 ;191784 ;147586 ;114072 ;250406 ;13716 ;34779 ;173864 ;1232 
2008 ;agos;51335 ;1117 ;0 ;0 ;25371 ;8328 ;4056 ;1295 ;14600 ;6289 ;4051 ;12326 ;10082 ;7181 ;24768 ;419579 ;15156 ;23278 ;189855 ;160269 ;122018 ;259823 ;13969 ;31144 ;166063 ;1209 
2008 ;set;30080 ;1047 ;0 ;0 ;24524 ;7380 ;4007 ;1301 ;14973 ;6362 ;3918 ;12104 ;9665 ;6056 ;21486 ;402991 ;15124 ;19155 ;182964 ;160748 ;120353 ;260998 ;13886 ;29909 ;158842 ;1224 
2008 ;out;59564 ;1180 ;0 ;0 ;29235 ;6989 ;5350 ;1357 ;15801 ;6421 ;3540 ;11327 ;7516 ;5652 ;20331 ;425642 ;18719 ;21923 ;191614 ;157953 ;119451 ;250345 ;14910 ;33917 ;172316 ;1421 
2008 ;nov;70762 ;1233 ;0 ;0 ;29340 ;8917 ;5446 ;1327 ;15873 ;6358 ;3449 ;11378 ;7432 ;5396 ;21434 ;428347 ;20371 ;23687 ;193035 ;160640 ;113773 ;233469 ;17246 ;40361 ;197899 ;1351 
2008 ;dez;78879 ;1201 ;0 ;0 ;29645 ;9524 ;6460 ;1373 ;16835 ;6547 ;4080 ;12179 ;8436 ;5744 ;25783 ;454013 ;23437 ;25234 ;197228 ;160926 ;118404 ;249636 ;18307 ;44125 ;228330 ;1364 
2009 ;Jan;82071 ;1128 ;0 ;0 ;27891 ;10216 ;5920 ;1266 ;16693 ;6336 ;4001 ;11802 ;8155 ;5434 ;33389 ;456419 ;24376 ;23744 ;197637 ;162498 ;135177 ;250720 ;21953 ;49133 ;219840 ;1342 
2009 ;fev;72026 ;886 ;0 ;0 ;25425 ;9466 ;4716 ;1127 ;16030 ;6187 ;3720 ;11455 ;7734 ;4901 ;29578 ;412738 ;21771 ;18715 ;160036 ;157238 ;118917 ;229763 ;19973 ;43091 ;188405 ;1170 
2009 ;mar;72164 ;754 ;0 ;0 ;26384 ;8673 ;4044 ;1181 ;18132 ;6668 ;3997 ;13263 ;8985 ;5344 ;28303 ;434983 ;22064 ;18893 ;166396 ;156646 ;115689 ;227687 ;20794 ;45632 ;202156 ;1382 
2009 ;abr;62014 ;719 ;0 ;0 ;23164 ;8651 ;4121 ;936 ;14791 ;5846 ;3785 ;13655 ;8421 ;4717 ;26765 ;390239 ;21849 ;19521 ;158317 ;140622 ;96472 ;196188 ;16571 ;38914 ;194423 ;1908 
2009 ;maio;65776 ;756 ;0 ;0 ;24258 ;9201 ;4299 ;806 ;14187 ;6234 ;4072 ;16207 ;9706 ;5744 ;27747 ;382988 ;21146 ;19349 ;162367 ;136991 ;92205 ;185677 ;15296 ;39369 ;187952 ;2055 
2009 ;jun;69280 ;890 ;0 ;0 ;27078 ;10027 ;4057 ;873 ;15120 ;6111 ;3788 ;15016 ;9293 ;6356 ;26732 ;364351 ;20105 ;19608 ;168820 ;133219 ;88799 ;187729 ;14656 ;38806 ;174618 ;2053 
2009 ;jul;71102 ;1002 ;0 ;0 ;29708 ;10258 ;4964 ;908 ;16480 ;6184 ;3696 ;14645 ;9128 ;6558 ;28194 ;408216 ;21960 ;23341 ;164433 ;158146 ;111034 ;224092 ;14874 ;39385 ;183034 ;2165 
2009 ;agos;66329 ;962 ;0 ;0 ;29613 ;9521 ;4087 ;1063 ;16736 ;6321 ;3472 ;14799 ;8518 ;6163 ;26816 ;425742 ;21787 ;24968 ;175852 ;173326 ;121353 ;261246 ;15685 ;38320 ;186623 ;2074 
2009 ;set;67401 ;913 ;0 ;0 ;30159 ;10491 ;3710 ;1014 ;16946 ;6148 ;3508 ;14469 ;7656 ;5723 ;26059 ;433050 ;21875 ;24125 ;175756 ;188795 ;126003 ;270913 ;17098 ;40882 ;205513 ;2222 
2009 ;out;79834 ;974 ;0 ;0 ;31288 ;11701 ;3304 ;1201 ;18121 ;6369 ;3736 ;10940 ;7983 ;5731 ;25871 ;503726 ;23864 ;24958 ;188729 ;184866 ;131512 ;249581 ;17576 ;44323 ;216328 ;2470 
2009 ;nov;83426 ;1073 ;0 ;0 ;32218 ;12460 ;3438 ;1224 ;17361 ;6438 ;3761 ;12776 ;7554 ;5800 ;31640 ;505896 ;26703 ;25059 ;193915 ;185672 ;122762 ;230762 ;20356 ;47706 ;222778 ;2189 
2009 ;dez;87021 ;1091 ;0 ;0 ;30691 ;13633 ;4262 ;1170 ;17293 ;6682 ;4255 ;13353 ;8238 ;5868 ;32894 ;524613 ;28177 ;25255 ;201561 ;188245 ;129925 ;248078 ;22224 ;50026 ;233355 ;2528 
2010 ;Jan;79848 ;1044 ;0 ;0 ;29285 ;12420 ;4521 ;1291 ;17742 ;6151 ;4267 ;21862 ;8458 ;7071 ;33437 ;503845 ;26450 ;22828 ;198645 ;194992 ;128044 ;273468 ;22921 ;49747 ;229306 ;2319 
2010 ;fev;64167 ;880 ;0 ;0 ;25707 ;11387 ;5097 ;1070 ;16437 ;6046 ;3998 ;18832 ;8176 ;6558 ;29135 ;438822 ;22366 ;21422 ;181499 ;177634 ;113037 ;216706 ;20323 ;43502 ;199201 ;2044 
2010 ;mar;64126 ;812 ;0 ;0 ;27824 ;11353 ;5360 ;950 ;16278 ;6327 ;4406 ;20079 ;8682 ;7504 ;31734 ;482648 ;27011 ;22195 ;196132 ;188789 ;118065 ;237853 ;19986 ;45007 ;210349 ;1919 
2010 ;abr;60262 ;794 ;0 ;0 ;22327 ;10478 ;5552 ;843 ;16955 ;6383 ;3944 ;21506 ;7293 ;6825 ;32601 ;469265 ;26487 ;21085 ;181073 ;176809 ;109658 ;206666 ;18110 ;41957 ;206192 ;2045 
2010 ;maio;63799 ;851 ;0 ;0 ;24697 ;10807 ;6114 ;815 ;17755 ;6530 ;3951 ;23039 ;9080 ;7228 ;32619 ;458690 ;26569 ;26394 ;179589 ;175142 ;114939 ;198790 ;16416 ;41670 ;185509 ;1906 
2010 ;jun;68713 ;839 ;0 ;0 ;25801 ;12207 ;6429 ;841 ;16038 ;6182 ;3725 ;20848 ;8713 ;6962 ;30873 ;432035 ;25730 ;24380 ;177495 ;177716 ;125798 ;223877 ;15803 ;39931 ;165850 ;1991 
2010 ;jul;64149 ;728 ;0 ;0 ;28036 ;11430 ;5737 ;845 ;18131 ;6911 ;4275 ;21719 ;8871 ;7219 ;29974 ;464499 ;25684 ;27362 ;190974 ;214089 ;137531 ;266917 ;15130 ;37952 ;164854 ;2175 
